UDI,Timestamp,Product ID,Type of Failure,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
30,10:19.6,L47209,L,299,309.4,1693,30.1,84,0,0,0,0,0,0
31,59:19.6,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0
32,28:19.6,L47211,L,299,309.4,1798,25.5,89,0,0,0,0,0,0
33,27:19.6,L47212,L,299,309.4,1419,48.3,91,0,0,0,0,0,0
34,54:19.6,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0
35,12:19.6,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0
36,01:19.6,M14895,M,298.8,309.2,1452,48.6,98,0,0,0,0,0,0
37,56:19.6,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0
38,08:19.6,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0
39,43:19.6,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0
40,25:19.6,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0
41,03:19.6,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0
42,55:19.6,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0
43,16:19.6,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0
44,51:19.6,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0
45,16:19.6,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0
46,39:19.6,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0
47,47:19.6,M14906,M,298.7,309,1843,25.8,130,0,0,0,0,0,0
48,55:19.6,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0
49,11:19.6,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0
50,27:19.6,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0
51,48:19.6,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0
52,04:19.6,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0
53,23:19.6,H29466,H,298.8,309,1497,43.8,147,0,0,0,0,0,0
54,51:19.6,L47233,L,298.7,309,1565,35.1,152,0,0,0,0,0,0
55,01:19.6,L47234,L,298.7,309,1691,30.1,154,0,0,0,0,0,0
56,53:19.6,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0
57,48:19.6,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0
58,53:19.6,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0
59,50:19.6,M14918,M,298.8,309,1661,29.5,162,0,0,0,0,0,0
60,59:19.6,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0
61,06:19.6,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0
62,35:19.6,M14921,M,298.8,309,1592,38.2,169,0,0,0,0,0,0
63,19:19.6,L47242,L,298.8,309,1829,22.9,172,0,0,0,0,0,0
64,37:19.6,M14923,M,298.9,309,1812,25.9,174,0,0,0,0,0,0
65,01:19.6,L47244,L,299,309.1,1523,38.6,177,0,0,0,0,0,0
66,44:19.6,L47245,L,299,309.1,1394,45.1,179,0,0,0,0,0,0
67,14:19.6,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0
68,56:19.6,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0
69,26:19.6,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0
70,05:19.6,L47249,L,298.9,309,1410,65.7,191,1,0,0,1,1,0
71,39:19.6,M14930,M,298.9,309,1924,22.6,193,0,0,0,0,0,0
72,59:19.6,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0
73,49:19.6,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0
74,25:19.6,L47253,L,299,309.1,1592,35,200,0,0,0,0,0,0
75,06:19.6,L47254,L,298.9,309,1601,32.3,202,0,0,0,0,0,0
76,19:19.6,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0
77,15:19.6,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0
78,53:19.6,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0
79,38:19.6,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0
80,25:19.6,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0
81,25:19.6,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0
82,37:19.6,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0
83,38:19.6,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0
84,21:19.6,L47263,L,299,309,1469,40.1,13,0,0,0,0,0,0
85,18:19.6,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0
86,19:19.6,M14945,M,299,309,1804,26.8,17,0,0,0,0,0,0
87,11:19.6,H29500,H,299,309,1436,43.9,20,0,0,0,0,0,0
88,44:19.6,L47267,L,299,309,1544,31.8,25,0,0,0,0,0,0
89,39:19.6,M14948,M,299,309,1419,45.2,27,0,0,0,0,0,0
90,24:19.6,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0
91,17:19.6,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0
92,29:19.6,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0
93,00:19.6,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0
94,11:19.6,L47273,L,299.1,309,1450,43,40,0,0,0,0,0,0
95,22:19.6,L47274,L,299,308.9,1622,31.9,42,0,0,0,0,0,0
96,04:19.6,M14955,M,299,309,1351,52.2,44,0,0,0,0,0,0
97,54:19.6,M14956,M,299,309,1575,35.3,47,0,0,0,0,0,0
98,53:19.6,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0
99,07:19.6,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0
100,45:19.6,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0
101,28:19.6,L47280,L,298.8,308.9,1852,25,57,0,0,0,0,0,0
102,17:19.6,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0
103,23:19.6,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0
104,05:19.6,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0
105,34:19.6,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0
106,59:19.6,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0
107,39:19.6,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0
108,31:19.6,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0
109,33:19.6,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0
110,03:19.6,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0
111,56:19.6,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0
112,17:19.6,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0
113,17:19.6,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0
114,59:19.6,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0
115,57:19.6,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0
116,46:19.6,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0
117,16:19.6,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0
118,11:19.6,L47297,L,298.8,308.6,1599,33,101,0,0,0,0,0,0
119,43:19.6,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0
120,39:19.6,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0
121,09:19.6,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0
122,09:19.6,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0
123,49:19.6,L47302,L,299,308.8,1310,50.7,112,0,0,0,0,0,0
124,36:19.6,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0
125,50:19.6,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0
126,26:19.6,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0
127,56:19.6,L47306,L,299,308.6,1329,60.5,120,0,0,0,0,0,0
128,17:19.6,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0
129,20:19.6,L47308,L,299,308.6,1587,38.6,124,0,0,0,0,0,0
130,25:19.6,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0
131,18:19.6,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0
132,52:19.6,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0
133,08:19.6,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0
134,03:19.6,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0
135,49:19.6,L47314,L,298.8,308.4,1369,53,138,0,0,0,0,0,0
136,57:19.6,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0
137,57:19.6,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0
138,55:19.6,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0
139,06:19.6,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0
140,09:19.6,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0
141,18:19.6,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0
142,16:19.6,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0
143,56:19.6,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0
144,57:19.6,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0
145,44:19.6,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0
146,41:19.6,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0
147,01:19.6,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0
148,47:19.6,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0
149,05:19.6,M15008,M,298.3,308.3,1379,48,181,0,0,0,0,0,0
150,10:19.6,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0
151,03:19.6,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0
152,32:19.6,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0
153,45:19.6,M15012,M,298.4,308.2,1584,41,191,0,0,0,0,0,0
154,41:19.6,L47333,L,298.4,308.2,1850,27,194,0,0,0,0,0,0
155,04:19.6,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0
156,18:19.6,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0
157,17:19.6,M15016,M,298.4,308.1,1495,46,203,0,0,0,0,0,0
158,43:19.6,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0
159,08:19.6,M15018,M,298.4,308.2,1499,40,211,0,0,0,0,0,0
160,49:19.6,L47339,L,298.4,308.2,1471,47,214,0,0,0,0,0,0
161,23:19.6,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0
162,29:19.6,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0
163,30:19.6,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0
164,29:19.6,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0
165,42:19.6,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0
166,49:19.6,L47345,L,298.5,308.4,1733,26,8,0,0,0,0,0,0
167,50:19.6,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0
168,07:19.6,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0
169,58:19.6,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0
170,45:19.6,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0
171,11:19.6,M15030,M,298.4,308.2,1610,35,24,0,0,0,0,0,0
172,21:19.6,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0
173,18:19.6,M15032,M,298.1,308,1924,20.8,29,0,0,0,0,0,0
174,47:19.6,M15033,M,298.2,308,1591,33.7,32,0,0,0,0,0,0
175,50:19.6,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0
176,23:19.6,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0
177,00:19.6,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0
178,55:19.6,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0
179,43:19.6,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0
180,05:19.6,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0
181,37:19.6,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0
182,04:19.6,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0
183,04:19.6,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0
184,29:19.6,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0
185,00:19.6,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0
186,06:19.6,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0
187,16:19.6,L47366,L,298.1,308.3,1301,56,63,0,0,0,0,0,0
188,31:19.6,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0
189,39:19.6,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0
190,07:19.6,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0
191,41:19.6,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0
192,35:19.6,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0
193,24:19.6,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0
194,51:19.6,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0
195,21:19.6,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0
196,36:19.6,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0
197,03:19.6,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0
198,41:19.6,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0
199,39:19.6,L47378,L,298.4,308.7,1588,35,99,0,0,0,0,0,0
200,03:19.6,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0
201,03:19.6,L47380,L,298.4,308.6,1609,35,103,0,0,0,0,0,0
202,58:19.6,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0
203,52:19.6,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0
204,37:19.6,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0
205,15:19.6,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0
206,05:19.6,M15065,M,298.5,308.6,1344,53,114,0,0,0,0,0,0
207,52:19.6,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0
208,46:19.6,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0
209,21:19.6,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0
210,33:19.6,L47389,L,298.4,308.6,1477,44,124,0,0,0,0,0,0
211,49:19.6,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0
212,07:19.6,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0
213,08:19.6,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0
214,45:19.6,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0
215,22:19.6,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0
216,53:19.6,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0
217,56:19.6,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0
218,22:19.6,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0
219,45:19.6,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0
220,55:19.6,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0
221,10:19.6,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0
222,09:19.6,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0
223,02:19.6,L47402,L,298.4,308.6,1304,45,158,0,0,0,0,0,0
224,35:19.6,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0
225,30:19.6,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0
226,12:19.6,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0
227,30:19.6,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0
228,06:19.6,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0
229,54:19.6,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0
230,16:19.6,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0
231,06:19.6,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0
232,58:19.6,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0
233,03:19.6,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0
234,39:19.6,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0
235,27:19.6,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0
236,07:19.6,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0
237,27:19.6,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0
238,05:19.6,M15097,M,298,308.1,1552,36.6,190,0,0,0,0,0,0
239,17:19.6,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0
240,07:19.6,L47419,L,298,308.2,1611,30.6,195,0,0,0,0,0,0
241,43:19.6,M15100,M,298,308.1,1339,51.6,197,0,0,0,0,0,0
242,25:19.6,L47421,L,298,308.1,1777,24.3,200,0,0,0,0,0,0
243,31:19.6,L47422,L,298,308.2,1348,58.8,202,1,0,0,0,1,0
244,45:19.6,L47423,L,298,308.2,1442,44.1,204,0,0,0,0,0,0
245,04:19.6,M15104,M,298,308.2,1395,49.1,206,0,0,0,0,0,0
246,31:19.6,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0
247,12:19.6,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0
248,47:19.6,L47427,L,298,308.2,1469,45.5,214,0,0,0,0,0,0
249,31:19.6,L47428,L,298,308.3,1362,56.8,216,1,0,0,0,1,0
250,44:19.6,L47429,L,298,308.3,1405,56.2,218,1,0,0,0,1,0
251,58:19.6,L47430,L,298,308.3,1662,32.7,0,0,0,0,0,0,0
252,41:19.6,M15111,M,298,308.2,1466,42.6,2,0,0,0,0,0,0
253,43:19.6,L47432,L,298,308.2,1620,35.8,5,0,0,0,0,0,0
254,21:19.6,L47433,L,298,308.2,1357,48.2,7,0,0,0,0,0,0
255,41:19.6,L47434,L,298,308.2,1514,37.9,9,0,0,0,0,0,0
256,32:19.6,L47435,L,298,308.2,1489,40.4,11,0,0,0,0,0,0
257,50:19.6,L47436,L,298.1,308.3,1331,63,13,0,0,0,0,0,0
258,35:19.6,L47437,L,298,308,1615,29.5,15,0,0,0,0,0,0
259,05:19.6,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0
260,31:19.6,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0
261,27:19.6,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0
262,35:19.6,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0
263,26:19.6,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0
264,58:19.6,M15123,M,298,308.1,1587,32.3,30,0,0,0,0,0,0
265,04:19.6,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0
266,09:19.6,L47445,L,298,308.1,1454,37.1,35,0,0,0,0,0,0
267,19:19.6,H29680,H,298,308.1,1440,43.7,37,0,0,0,0,0,0
268,25:19.6,L47447,L,297.9,308,1954,21.1,42,0,0,0,0,0,0
269,49:19.6,H29682,H,297.9,308,1800,24.8,44,0,0,0,0,0,0
270,32:19.6,L47449,L,298,308,1524,37,49,0,0,0,0,0,0
271,16:19.6,H29684,H,298,308,1520,39.6,51,0,0,0,0,0,0
272,36:19.6,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0
273,03:19.6,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0
274,44:19.6,L47453,L,298.1,308,1426,46,61,0,0,0,0,0,0
275,33:19.6,L47454,L,298.1,308,1652,28.5,63,0,0,0,0,0,0
276,34:19.6,L47455,L,298,308,1401,54.7,65,0,0,0,0,0,0
277,39:19.6,M15136,M,298,307.9,1750,26.6,67,0,0,0,0,0,0
278,56:19.6,H29691,H,298,308,1479,50.7,70,0,0,0,0,0,0
279,15:19.6,M15138,M,298,308,1620,29.4,75,0,0,0,0,0,0
280,03:19.6,L47459,L,298,308.1,1819,23.4,78,0,0,0,0,0,0
281,28:19.6,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0
282,16:19.6,L47461,L,298.1,308,1626,36.5,83,0,0,0,0,0,0
283,33:19.6,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0
284,54:19.6,L47463,L,298.2,308.2,1469,43,88,0,0,0,0,0,0
285,36:19.6,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0
286,17:19.6,L47465,L,298.2,308.3,1568,36,92,0,0,0,0,0,0
287,17:19.6,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0
288,13:19.6,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0
289,45:19.6,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0
290,54:19.6,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0
291,05:19.6,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0
292,17:19.6,L47471,L,298,308.3,1473,42.6,107,0,0,0,0,0,0
293,11:19.6,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0
294,29:19.6,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0
295,17:19.6,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0
296,11:19.6,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0
297,16:19.6,L47476,L,298,308.5,1395,46.2,122,0,0,0,0,0,0
298,25:19.6,L47477,L,298,308.5,1713,25.3,124,0,0,0,0,0,0
299,53:19.6,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0
300,23:19.6,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0
301,44:19.6,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0
302,45:19.6,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0
303,12:19.6,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0
304,47:19.6,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0
305,27:19.6,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0
306,27:19.6,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0
307,09:19.6,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0
308,46:19.6,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0
309,16:19.6,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0
310,09:19.6,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0
311,33:19.6,H29724,H,298,308.6,1526,41.8,160,0,0,0,0,0,0
312,24:19.6,M15171,M,298,308.6,1453,44.1,165,0,0,0,0,0,0
313,45:19.6,L47492,L,297.9,308.6,1468,36,168,0,0,0,0,0,0
314,05:19.6,L47493,L,298,308.6,1313,50.8,170,0,0,0,0,0,0
315,33:19.6,M15174,M,297.9,308.5,1300,53,172,0,0,0,0,0,0
316,54:19.6,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0
317,51:19.6,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0
318,04:19.6,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0
319,11:19.6,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0
320,05:19.6,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0
321,37:19.6,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0
322,19:19.6,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0
323,53:19.6,L47502,L,297.8,308.5,1448,40,192,0,0,0,0,0,0
324,34:19.6,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0
325,52:19.6,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0
326,17:19.6,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0
