UDI,Timestamp,Product ID,Type of Failure,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
147,36:19.6,M16044,M,298.3,308.8,1758,47.1,44,0,0,0,0,0,0
148,24:19.6,M16045,M,300.8,311.8,1448,21.9,72,0,0,0,0,0,0
149,04:19.6,L50090,L,301.6,312.6,1409,62.7,74,0,0,0,0,0,0
150,21:19.6,L50091,L,303.1,309.7,1207,48.7,83,1,0,1,0,0,0
151,24:19.6,M16046,M,303.4,314.5,1588,39.1,68,0,0,0,0,0,0
152,49:19.6,L50092,L,299.2,309.4,1681,58.6,130,0,0,0,0,0,0
153,51:19.6,L50093,L,304.1,311.9,1173,48.1,194,1,0,1,0,0,0
154,47:19.6,M16047,M,298.9,309.7,1531,33.9,21,0,0,0,0,0,0
155,54:19.6,M16048,M,299.8,310.4,1409,38.2,76,0,0,0,0,0,0
156,45:19.6,M16049,M,299.0,309.3,1468,28.9,156,0,0,0,0,0,0
157,27:19.6,M16050,M,300.1,310.7,1390,46.4,66,0,0,0,0,0,0
158,32:19.6,M16051,M,299.2,309.4,1541,40.5,67,0,0,0,0,0,0
159,57:19.6,L50094,L,304.4,315.4,1542,44.6,85,0,0,0,0,0,0
160,10:19.6,L50095,L,299.7,309.7,1663,42.8,81,0,0,0,0,0,0
161,27:19.6,L50096,L,297.9,307.8,1772,32.2,14,0,0,0,0,0,0
162,09:19.6,M16052,M,302.7,309.7,1276,54.6,182,1,0,1,0,0,0
163,16:19.6,L50097,L,303.4,313.0,1496,48.4,149,0,0,0,0,0,0
164,50:19.6,L50098,L,298.4,308.1,1820,29.7,105,0,0,0,0,0,0
165,19:19.6,M16053,M,303.6,310.4,1335,50.1,12,1,0,1,0,0,0
166,48:19.6,H31015,H,295.4,306.3,1640,38.1,147,0,0,0,0,0,0
167,10:19.6,L50099,L,298.4,308.1,1593,37.5,168,0,0,0,0,0,0
168,30:19.6,L50100,L,303.2,312.8,1633,12.5,109,0,0,0,0,0,0
169,04:19.6,M16054,M,301.0,310.9,1915,30.0,152,0,0,0,0,0,0
170,05:19.6,L50101,L,298.3,309.7,1401,38.7,158,0,0,0,0,0,0
171,03:19.6,L50102,L,298.8,308.6,1424,42.6,119,0,0,0,0,0,0
172,16:19.6,L50103,L,298.6,308.3,1577,43.4,118,0,0,0,0,0,0
173,23:19.6,M16055,M,300.7,312.0,1683,50.9,104,0,0,0,0,0,0
174,44:19.6,L50104,L,299.1,310.0,1482,34.5,8,0,0,0,0,0,0
175,38:19.6,L50105,L,302.1,312.5,1490,18.7,90,0,0,0,0,0,0
176,06:19.6,L50106,L,304.4,315.7,1839,34.9,88,0,0,0,0,0,0
177,47:19.6,M16056,M,295.8,306.5,1628,12.5,46,0,0,0,0,0,0
178,21:19.6,M16057,M,297.8,308.3,1646,12.6,121,0,0,0,0,0,0
179,01:19.6,H31016,H,297.6,308.7,1555,43.4,97,0,0,0,0,0,0
180,04:19.6,M16058,M,297.9,309.2,1581,56.8,162,0,0,0,0,0,0
181,25:19.6,M16059,M,301.6,311.5,1813,24.1,67,0,0,0,0,0,0
182,08:19.6,M16060,M,295.8,305.8,1466,33.7,69,0,0,0,0,0,0
183,38:19.6,L50107,L,297.0,307.5,1730,40.4,83,0,0,0,0,0,0
184,24:19.6,L50108,L,297.7,307.3,1509,38.2,164,0,0,0,0,0,0
185,46:19.6,H31017,H,301.3,312.6,2068,29.8,165,0,0,0,0,0,0
186,28:19.6,L50109,L,301.0,308.5,1273,56.9,177,1,0,1,0,0,0
187,38:19.6,L50110,L,298.2,308.6,1434,20.8,176,0,0,0,0,0,0
188,18:19.6,L50111,L,296.1,307.5,1765,43.7,11,0,0,0,0,0,0
189,00:19.6,L50112,L,303.3,314.1,1771,29.0,3,0,0,0,0,0,0
190,44:19.6,M16061,M,296.2,307.5,1663,37.1,170,0,0,0,0,0,0
191,16:19.6,L50113,L,303.5,310.4,1225,52.2,59,1,0,1,0,0,0
192,54:19.6,L50114,L,295.8,306.4,1603,52.7,47,0,0,0,0,0,0
193,09:19.6,M16062,M,302.7,312.3,1644,48.0,131,0,0,0,0,0,0
194,08:19.6,L50115,L,298.7,308.7,1760,40.2,78,0,0,0,0,0,0
195,37:19.6,L50116,L,300.2,310.2,1586,47.0,61,0,0,0,0,0,0
196,23:19.6,L50117,L,299.4,306.3,1349,39.4,44,1,0,1,0,0,0
197,04:19.6,H31018,H,297.6,309.0,1525,47.2,152,0,0,0,0,0,0
198,29:19.6,L50118,L,298.4,309.1,1435,37.1,40,0,0,0,0,0,0
199,52:19.6,L50119,L,298.8,310.1,1624,48.7,48,0,0,0,0,0,0
200,47:19.6,M16063,M,300.3,310.2,1674,46.4,125,0,0,0,0,0,0
201,01:19.6,M16064,M,302.5,309.2,1298,45.1,129,1,0,1,0,0,0
202,29:19.6,M16065,M,297.0,306.9,1402,32.7,71,0,0,0,0,0,0
203,13:19.6,L50120,L,295.5,306.5,1575,44.7,79,0,0,0,0,0,0
204,08:19.6,M16066,M,302.4,313.8,1662,32.9,3,0,0,0,0,0,0
205,08:19.6,M16067,M,301.7,312.4,1481,47.8,53,0,0,0,0,0,0
206,32:19.6,L50121,L,295.8,307.1,1679,43.4,171,0,0,0,0,0,0
207,06:19.6,L50122,L,300.4,311.8,1817,28.3,72,0,0,0,0,0,0
208,04:19.6,L50123,L,302.3,312.7,1662,38.3,45,0,0,0,0,0,0
209,58:19.6,L50124,L,300.9,310.6,1392,39.4,73,0,0,0,0,0,0
210,23:19.6,H31019,H,301.6,308.5,1277,51.7,171,1,0,1,0,0,0
211,18:19.6,M16068,M,299.9,310.9,1912,37.9,65,0,0,0,0,0,0
212,24:19.6,M16069,M,300.8,310.7,1418,31.2,128,0,0,0,0,0,0
213,54:19.6,M16070,M,300.7,311.4,1760,37.7,47,0,0,0,0,0,0
214,06:19.6,M16071,M,295.5,306.3,1394,42.9,42,0,0,0,0,0,0
215,59:19.6,L50125,L,304.4,315.2,1452,18.5,47,0,0,0,0,0,0
216,57:19.6,M16072,M,298.2,308.9,1411,33.0,36,0,0,0,0,0,0
217,35:19.6,M16073,M,298.5,308.7,1730,48.5,101,0,0,0,0,0,0
218,16:19.6,L50126,L,303.2,313.4,1994,36.2,44,0,0,0,0,0,0
219,31:19.6,L50127,L,302.5,313.8,1814,26.6,77,0,0,0,0,0,0
220,44:19.6,L50128,L,297.3,307.0,1943,13.7,149,0,0,0,0,0,0
221,13:19.6,L50129,L,299.0,309.4,1572,64.7,110,0,0,0,0,0,0
222,11:19.6,L50130,L,298.5,309.3,1662,55.2,64,0,0,0,0,0,0
223,09:19.6,L50131,L,296.5,307.9,1529,40.0,21,0,0,0,0,0,0
224,38:19.6,H31020,H,295.8,307.0,1462,45.2,172,0,0,0,0,0,0
225,05:19.6,M16074,M,302.5,312.3,1416,34.6,104,0,0,0,0,0,0
226,49:19.6,L50132,L,297.5,308.5,1811,37.3,144,0,0,0,0,0,0
227,22:19.6,L50133,L,300.5,311.9,1491,35.2,89,0,0,0,0,0,0
228,52:19.6,L50134,L,304.2,314.1,1445,44.7,38,0,0,0,0,0,0
229,51:19.6,L50135,L,300.9,310.6,1441,37.0,107,0,0,0,0,0,0
230,20:19.6,H31021,H,303.0,313.3,1687,41.9,142,0,0,0,0,0,0
231,23:19.6,H31022,H,298.0,307.5,1979,30.3,160,0,0,0,0,0,0
232,38:19.6,M16075,M,298.6,309.6,1569,37.5,95,0,0,0,0,0,0
233,29:19.6,L50136,L,301.9,312.8,1654,27.4,14,0,0,0,0,0,0
234,11:19.6,H31023,H,302.8,313.8,1781,57.1,179,0,0,0,0,0,0
235,42:19.6,L50137,L,302.3,312.1,1529,41.3,2,0,0,0,0,0,0
236,42:19.6,L50138,L,302.0,312.0,1662,36.1,91,0,0,0,0,0,0
237,43:19.6,L50139,L,303.0,314.0,1417,36.7,12,0,0,0,0,0,0
238,41:19.6,L50140,L,296.6,306.5,1464,45.5,68,0,0,0,0,0,0
239,14:19.6,H31024,H,300.5,307.5,1221,62.7,90,1,0,1,0,0,0
240,18:19.6,L50141,L,302.1,308.9,1225,48.3,33,1,0,1,0,0,0
241,37:19.6,H31025,H,304.5,315.6,1706,48.3,112,0,0,0,0,0,0
242,56:19.6,M16076,M,299.8,310.4,1712,27.7,90,0,0,0,0,0,0
243,17:19.6,L50142,L,303.1,314.4,1842,17.3,133,0,0,0,0,0,0
244,38:19.6,L50143,L,299.6,309.9,1436,26.7,95,0,0,0,0,0,0
245,37:19.6,L50144,L,300.3,310.3,1802,23.6,89,0,0,0,0,0,0
246,50:19.6,L50145,L,295.8,305.7,1403,28.2,7,0,0,0,0,0,0
247,58:19.6,L50146,L,304.2,314.3,1797,47.8,167,0,0,0,0,0,0
248,38:19.6,M16077,M,302.1,313.1,1506,47.6,171,0,0,0,0,0,0
249,39:19.6,L50147,L,303.3,314.6,1609,60.4,59,0,0,0,0,0,0
250,14:19.6,L50148,L,295.9,306.1,1619,32.5,96,0,0,0,0,0,0
251,35:19.6,L50149,L,297.7,308.0,1529,34.4,103,0,0,0,0,0,0
252,09:19.6,M16078,M,304.1,314.1,1503,41.7,153,0,0,0,0,0,0
253,48:19.6,M16079,M,297.1,307.7,1452,47.6,77,0,0,0,0,0,0
254,27:19.6,H31026,H,296.4,306.8,1505,43.9,91,0,0,0,0,0,0
255,46:19.6,H31027,H,300.9,312.3,1434,41.7,63,0,0,0,0,0,0
256,01:19.6,L50150,L,299.9,306.7,1222,53.8,90,1,0,1,0,0,0
257,02:19.6,L50151,L,296.8,306.9,1611,35.1,11,0,0,0,0,0,0
258,16:19.6,M16080,M,303.8,314.9,1611,34.6,164,0,0,0,0,0,0
259,29:19.6,L50152,L,303.4,313.5,1523,29.3,107,0,0,0,0,0,0
260,46:19.6,M16081,M,300.2,310.2,1574,55.5,74,0,0,0,0,0,0
261,22:19.6,L50153,L,298.0,308.4,1599,45.5,11,0,0,0,0,0,0
262,24:19.6,H31028,H,299.1,309.3,1699,47.9,109,0,0,0,0,0,0
263,27:19.6,M16082,M,302.9,312.4,1422,32.1,42,0,0,0,0,0,0
264,49:19.6,L50154,L,303.5,314.3,1570,51.7,12,0,0,0,0,0,0
265,34:19.6,L50155,L,303.5,310.4,1350,56.3,99,1,0,1,0,0,0
266,10:19.6,L50156,L,295.3,306.1,1516,31.0,16,0,0,0,0,0,0
267,06:19.6,M16083,M,297.1,306.7,1444,32.1,31,0,0,0,0,0,0
268,17:19.6,L50157,L,296.1,306.9,1804,39.0,164,0,0,0,0,0,0
269,49:19.6,M16084,M,295.8,305.6,1450,55.9,72,0,0,0,0,0,0
270,37:19.6,M16085,M,296.5,307.9,1447,44.2,73,0,0,0,0,0,0
271,20:19.6,M16086,M,300.1,310.6,1809,36.9,94,0,0,0,0,0,0
272,48:19.6,L50158,L,301.7,311.9,1493,40.9,56,0,0,0,0,0,0
273,57:19.6,M16087,M,304.1,314.2,1637,54.8,42,0,0,0,0,0,0
274,14:19.6,L50159,L,298.5,308.8,1405,33.3,45,0,0,0,0,0,0
275,16:19.6,L50160,L,299.3,309.4,1606,45.2,45,0,0,0,0,0,0
276,00:19.6,H31029,H,302.6,314.0,1465,52.2,147,0,0,0,0,0,0
277,09:19.6,M16088,M,296.2,306.8,1712,45.9,113,0,0,0,0,0,0
278,11:19.6,L50161,L,302.0,312.9,1756,44.7,80,0,0,0,0,0,0
279,52:19.6,M16089,M,301.2,311.9,1390,22.0,11,0,0,0,0,0,0
280,50:19.6,L50162,L,298.0,308.6,1478,61.5,148,0,0,0,0,0,0
281,40:19.6,L50163,L,298.5,309.5,1549,34.8,174,0,0,0,0,0,0
282,12:19.6,H31030,H,303.1,311.2,1191,66.3,8,1,0,1,0,0,0
283,31:19.6,L50164,L,303.8,314.3,1739,43.5,64,0,0,0,0,0,0
284,53:19.6,M16090,M,299.4,309.0,1474,27.6,21,0,0,0,0,0,0
285,54:19.6,L50165,L,300.4,311.3,1409,30.0,17,0,0,0,0,0,0
286,37:19.6,M16091,M,297.7,308.1,1524,36.0,102,0,0,0,0,0,0
287,40:19.6,L50166,L,298.5,309.3,1523,43.4,122,0,0,0,0,0,0
288,38:19.6,H31031,H,300.7,310.8,1492,44.9,80,0,0,0,0,0,0
289,36:19.6,L50167,L,301.2,311.0,1864,28.2,140,0,0,0,0,0,0
290,00:19.6,M16092,M,303.5,310.3,1319,69.0,97,1,0,1,0,0,0
291,17:19.6,L50168,L,299.9,308.2,1206,54.0,69,1,0,1,0,0,0
292,07:19.6,L50169,L,298.2,308.6,1458,43.5,52,0,0,0,0,0,0
293,41:19.6,L50170,L,295.6,306.8,1871,48.0,123,0,0,0,0,0,0
294,15:19.6,M16093,M,304.4,314.5,1563,29.5,154,0,0,0,0,0,0
295,17:19.6,L50171,L,302.9,313.0,1667,49.8,133,0,0,0,0,0,0
296,19:19.6,L50172,L,299.9,310.9,1392,40.8,33,0,0,0,0,0,0
297,15:19.6,L50173,L,295.8,305.7,1547,44.9,68,0,0,0,0,0,0
298,56:19.6,H31032,H,300.8,311.5,1674,45.2,118,0,0,0,0,0,0
299,13:19.6,M16094,M,303.9,314.5,1665,42.2,17,0,0,0,0,0,0
300,28:19.6,L50174,L,302.2,312.1,1730,34.3,125,0,0,0,0,0,0
301,38:19.6,L50175,L,303.7,313.6,1558,39.8,158,0,0,0,0,0,0
302,08:19.6,H31033,H,299.5,310.7,1394,36.7,156,0,0,0,0,0,0
303,26:19.6,L50176,L,299.8,309.9,1581,38.8,32,0,0,0,0,0,0
304,43:19.6,L50177,L,304.3,314.8,1669,46.6,89,0,0,0,0,0,0
305,31:19.6,L50178,L,301.3,312.5,1557,31.1,133,0,0,0,0,0,0
306,05:19.6,M16095,M,303.2,313.9,1852,31.6,36,0,0,0,0,0,0
307,23:19.6,L50179,L,300.7,310.6,1615,37.5,76,0,0,0,0,0,0
308,37:19.6,L50180,L,301.1,311.3,1618,45.3,109,0,0,0,0,0,0
309,30:19.6,L50181,L,302.4,310.5,1206,46.7,139,1,0,1,0,0,0
310,54:19.6,L50182,L,297.4,307.8,1852,33.9,30,0,0,0,0,0,0
311,45:19.6,M16096,M,303.4,314.1,1474,41.3,89,0,0,0,0,0,0
312,52:19.6,L50183,L,304.4,314.9,1693,50.3,152,0,0,0,0,0,0
313,42:19.6,L50184,L,298.0,307.9,1787,37.3,5,0,0,0,0,0,0
314,17:19.6,L50185,L,297.1,306.9,1590,47.8,145,0,0,0,0,0,0
315,58:19.6,L50186,L,295.7,305.9,1695,39.5,31,0,0,0,0,0,0
316,51:19.6,L50187,L,299.1,310.0,1534,39.9,81,0,0,0,0,0,0
317,36:19.6,L50188,L,299.3,309.3,1497,37.6,65,0,0,0,0,0,0
318,43:19.6,L50189,L,302.4,313.6,1610,21.3,151,0,0,0,0,0,0
319,55:19.6,L50190,L,302.7,313.3,1405,33.4,71,0,0,0,0,0,0
320,07:19.6,L50191,L,301.4,311.1,1403,24.7,165,0,0,0,0,0,0
321,51:19.6,L50192,L,298.2,308.1,1699,39.9,7,0,0,0,0,0,0
